No.;Kode;I1;I2;I3;I4;I5;I6;I7;I8;I9;I10;I11;I12;I13;I14;I15;I16;I17;I18;I19;I20;I21;I22;I23;I24;I25;I26;I27;I28;I29;I30;I31;I32;I33;I34;I35;I36;I37;I38;I39;I40;I41;I42;I43;I44;I45;I46;I47;Aspek 1;Aspek 2;Aspek 3;Aspek 4;Aspek 5;Aspek 6;Aspek 7;Aspek 8
432;7009;4;3;3;2;3;3;3;3;3;3;3;3;3;2;1;2;3;2;2;3;3;2;3;2;2;3;2;1;2;3;3;4;4;4;4;3;4;3;1;3;3;4;4;3;2;2;3;3;2,75;2;2,5;2,25;2,67;3,3;3
433;7012;2;3;2;3;2;2;2;1;3;1;1;2;2;1;1;2;2;1;2;3;1;2;1;1;1;1;1;1;3;3;2;4;4;4;4;3;4;2;1;3;4;4;1;2;3;4;2;2,1;1,5;1,5;2,5;1,13;2,67;3,3;2,67
434;7013;3;3;3;3;3;3;2;2;3;3;1;1;2;1;1;2;2;1;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;4;3;4;4;2;2;4;1;4;2,8;1,25;1,5;2,5;1;1;3,7;2,83
435;7071;3;3;4;3;4;4;3;3;3;3;1;2;1;1;1;2;2;1;2;3;2;2;2;2;2;2;2;2;2;1;1;4;4;4;5;4;4;4;3;5;4;3;4;4;4;4;4;3,3;1,25;1,5;2,5;2;1,33;4,1;3,83
436;7072;3;4;3;2;3;2;3;2;3;2;3;2;1;4;5;2;3;2;3;3;3;4;3;2;2;3;3;1;2;2;2;3;3;2;4;2;3;3;2;3;2;3;4;3;5;2;4;2,7;2,5;3;3;2,63;2;2,7;3,5
437;7073;3;3;2;3;3;3;2;3;3;3;1;2;4;2;4;3;3;3;3;2;2;3;2;2;2;2;2;2;3;3;2;4;4;4;4;4;4;3;3;3;3;4;4;3;3;2;4;2,8;2,25;3,25;2,5;2,13;2,67;3,6;3,33
438;7074;3;3;4;3;3;5;3;2;3;3;3;3;2;2;3;3;2;3;2;3;2;2;2;2;2;2;2;2;1;1;1;3;3;3;4;3;1;2;3;3;1;4;4;2;4;4;4;3,2;2,5;2,75;2,5;2;1;2,6;3,67
439;7100;3;3;5;3;5;5;5;5;5;5;3;3;2;5;1;3;4;4;4;1;3;3;1;2;2;3;3;2;3;3;1;4;4;4;4;3;1;3;3;3;4;4;3;4;3;3;3;4,4;3,25;3;2,5;2,38;2,33;3,3;3,33
440;7101;3;2;3;3;4;3;3;3;1;3;2;2;2;1;1;3;3;3;3;2;1;1;2;3;3;1;1;1;1;1;1;4;4;4;4;4;4;3;2;3;4;3;3;1;3;4;4;2,8;1,75;2,5;2,5;1,63;1;3,6;3
441;7102;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;1;3;3;4;2;4;4;4;1;1;1;1;1;1;1;3,3;3,17
442;7103;2;2;3;1;1;1;1;1;1;2;3;1;2;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;3;3;4;4;4;4;1;4;4;3;4;1,5;2;1,5;1;1;1;3,8;3,33
443;7104;3;4;4;4;4;4;4;3;4;4;2;1;2;3;1;2;3;1;2;3;1;2;2;2;2;1;1;1;1;1;1;4;4;4;4;4;4;3;3;4;4;4;3;4;4;4;4;3,8;2;1,75;2,5;1,5;1;3,8;3,83
444;7105;3;3;3;3;3;3;3;3;3;3;3;1;3;2;1;3;3;1;3;3;2;2;2;1;2;1;1;1;1;1;1;3;3;3;4;3;4;2;3;3;3;4;2;4;4;3;3;3;2,25;2;3;1,5;1;3,1;3,33
445;7171;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;3;3;4;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;1;3;3;4;1;4;4;3;4;3;1;2,75;2,5;1;1;3,4;3,33
446;7200;3;3;3;3;3;3;3;3;3;4;4;3;3;2;4;3;3;2;4;4;2;3;3;2;2;2;2;2;2;4;3;4;4;4;3;3;4;3;3;3;3;4;3;3;3;3;4;3,1;3;3;4;2,25;3;3,4;3,33
447;7201;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;1;4;4;2;1;3;1;3;1;5;2;2;2;1;1;3;3;1,5;1,5;1;1;2,4;2,17
448;7202;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;4;1;1;1;1;1;2;5;5;5;1;1;1;1;1;1;1,9;3,17
449;7203;3;3;4;3;3;3;3;2;3;3;1;1;1;1;1;2;2;1;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;4;1;2;3;4;1;2;5;1;1;3;1;1,5;2,5;1;1;3;2,33
450;7204;4;4;4;4;4;4;4;4;4;4;3;3;3;3;1;3;3;2;4;2;2;3;3;2;3;3;2;3;2;2;1;4;4;4;4;4;4;4;2;4;3;4;2;4;5;3;3;4;3;2,25;3;2,63;1,67;3,7;3,5
451;7205;4;4;4;4;4;4;4;4;4;3;1;1;1;1;3;4;4;3;4;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;3;5;3;3;5;2;5;3,9;1;3,5;3,5;1;1;3,5;3,83
452;7206;3;3;3;3;3;3;3;2;3;3;3;3;2;2;1;3;3;2;3;3;1;2;1;1;2;1;1;1;1;1;1;4;4;4;4;2;4;4;3;4;2;4;3;4;5;3;5;2,9;2,5;2,25;3;1,25;1;3,5;4
453;7207;3;3;4;3;3;3;3;3;3;3;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;5;3;1;1;3;5;2;4;5;1;1;3,1;1;1,25;1,5;1;1;3,3;3
454;7208;3;3;4;3;4;3;3;3;3;3;2;2;2;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;3;3;4;1;4;4;5;4;3,2;1,75;1,75;2;1;1;3,6;3,67
455;7209;3;3;2;1;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;2;4;3;4;3;2;4;2;4;2;2;2;1;5;2,7;1;1;1;1;1;3,2;2,67
456;7210;1;1;3;1;1;2;1;2;1;2;2;2;1;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;3;2;3;4;4;2;2;5;2;3;1,5;1,5;1,5;1,5;1;1;3,2;3
457;7211;2;3;3;1;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;4;1;1;2;4;1;1;1;1,8;1;1;1;1;1;1,9;1,67
458;7212;2;2;2;1;3;2;2;1;1;1;1;1;1;1;1;2;3;2;3;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;1;3;2;4;1;4;2;1;1;1,7;1;2;2,5;1;1;3,2;2,17
459;7271;3;3;3;3;3;3;3;3;3;3;1;2;2;1;1;1;3;1;2;3;1;1;1;1;2;1;1;1;1;1;2;4;4;4;4;4;4;3;1;3;4;4;2;3;3;4;3;3;1,5;1,5;2,5;1,13;1,33;3,5;3,17
460;7300;3;2;2;2;3;3;3;2;2;4;3;3;3;4;1;3;3;2;2;4;2;2;2;2;2;2;1;2;1;1;4;4;4;3;4;4;4;4;4;4;4;5;4;2;3;3;5;2,6;3,25;2,25;3;1,88;2;3,9;3,67
461;7301;5;3;4;1;5;4;5;2;3;5;5;3;3;3;1;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;2;4;2;3;4;3;2;1;3;4;3,7;3,5;2,5;2;1;1;3,4;2,83
462;7302;3;3;3;3;3;3;3;3;3;3;1;3;2;1;2;3;3;2;2;1;1;2;2;2;2;2;1;1;3;3;3;4;4;4;4;4;3;2;3;3;3;4;3;4;4;1;2;3;1,75;2,5;1,5;1,63;3;3,4;3
463;7303;3;3;3;2;3;3;3;3;3;3;3;3;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;2;3;4;4;4;3;4;4;4;3;2,9;2,25;1,75;1;1;1;3,7;3,67
464;7305;5;4;3;3;3;3;3;2;3;3;3;3;1;2;1;3;3;1;2;2;3;2;2;3;2;1;1;1;1;2;1;4;4;4;4;5;4;3;2;2;4;4;1;4;4;4;4;3,2;2,25;2;2;1,88;1,33;3,6;3,5
465;7306;3;3;2;2;1;3;3;2;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;4;2;2;3;2;4;1;2;1;1;3;2,3;1;1,25;1;1;1;2,2;2
466;7307;3;2;4;2;1;3;3;3;3;3;1;2;2;2;1;2;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;4;3;3;4;3;2;3;4;3;2,7;1,75;1,75;2,5;1;1;3,6;3,17
467;7309;2;2;2;2;2;2;2;2;2;3;2;2;2;2;1;3;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;2;3;3;4;4;2;4;4;4;3;2,1;2;2;2,5;1;1;3,6;3,5
468;7310;3;1;3;2;3;3;2;3;3;3;2;2;2;3;1;2;3;3;2;3;1;1;1;1;1;1;1;1;1;1;1;3;4;4;4;3;4;3;4;4;4;3;3;4;3;3;3;2,6;2,25;2,25;2,5;1;1;3,7;3,17
469;7311;3;2;4;2;3;3;3;2;3;3;2;2;4;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;4;3;4;4;4;4;2;2;4;2;3;2;2;2;3;1;2,8;2,25;1,75;1,5;1;1;3,3;2,17
470;7312;4;3;3;5;3;3;3;3;3;3;3;3;2;2;3;3;3;2;3;2;2;2;1;2;2;2;2;2;1;1;2;4;4;4;4;4;4;4;4;3;3;4;2;4;2;5;4;3,3;2,5;2,75;2,5;1,88;1,33;3,8;3,5
471;7313;4;4;4;4;4;4;4;4;4;4;1;2;1;2;2;2;3;3;1;2;1;2;1;1;1;1;2;2;2;1;2;4;4;4;4;4;4;3;4;4;4;4;4;3;5;5;5;4;1,5;2,5;1,5;1,38;1,67;3,9;4,33
472;7314;3;3;4;3;2;3;2;2;3;3;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;3;4;1;1;3;4;3;1;2;2;3;2;2;2,8;1,75;1,25;1;1;1;2,5;2
473;7315;3;2;1;1;2;1;1;2;1;3;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;4;3;4;1;3;3;4;3;1,7;1,5;1;1,5;1;1;3,7;3
474;7316;1;1;3;1;1;1;1;1;1;3;1;1;2;1;1;2;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;3;4;4;3;4;3;4;3;1,4;1,25;2;1,5;1;1;3,7;3,5
475;7317;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;2;3;1;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;4;4;3;4;3;2;5;5;3;5;1;1,75;2;1;1;3,7;3,67
476;7318;3;3;3;1;3;3;3;3;3;3;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;2;3;3;3;3;4;3;4;4;4;1;2,8;1;1,25;1;1;1;3,3;3,33
477;7319;3;3;3;3;3;3;3;3;3;3;2;1;2;2;2;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;4;4;4;2;5;1;3;3;1,75;2,75;2;1;1;3,6;3,17
478;7321;3;4;3;4;3;4;4;4;4;3;4;3;2;1;1;2;2;2;2;3;2;2;2;1;2;1;1;1;1;1;1;4;4;3;4;3;4;3;3;3;3;4;1;2;3;4;2;3,6;2,5;1,75;2,5;1,5;1;3,4;2,67
479;7322;4;3;4;3;3;3;3;3;3;3;3;3;3;2;1;2;3;2;3;3;3;3;2;3;2;2;2;2;2;2;2;4;4;4;4;4;4;3;4;4;4;4;2;2;5;5;5;3,2;2,75;2;3;2,38;2;3,9;3,83
480;7325;3;3;4;3;3;3;3;3;3;3;3;3;3;2;3;5;3;1;1;3;3;2;1;1;1;1;1;2;1;1;1;4;4;4;4;5;4;3;3;3;1;4;3;4;5;5;5;3,1;2,75;3;2;1,5;1;3,5;4,33
481;7326;2;2;3;3;3;1;1;3;3;3;3;2;1;1;1;2;2;1;1;1;2;2;3;2;2;2;2;2;1;1;1;4;4;3;3;3;1;2;1;3;3;4;3;2;4;4;2;2,4;1,75;1,5;1;2,13;1;2,7;3,17
482;7371;4;3;4;3;3;4;3;3;3;3;1;2;1;2;3;3;4;3;3;3;3;2;4;3;2;4;1;2;2;2;1;4;4;5;4;5;4;4;4;4;4;4;4;4;5;5;5;3,3;1,5;3,25;3;2,63;1,67;4,2;4,5
483;7372;3;3;3;3;3;3;3;2;3;3;1;1;1;2;1;3;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;5;4;3;4;3;3;4;4;2;4;3;5;2,9;1,25;1,75;1,5;1;1;3,8;3,67
484;7373;4;4;3;4;3;3;3;4;3;3;1;1;3;2;4;3;3;3;3;2;2;3;2;2;2;1;1;1;1;1;1;5;5;5;5;5;5;3;4;5;4;4;3;2;5;5;5;3,4;1,75;3,25;2,5;1,75;1;4,6;4
485;7400;3;3;3;3;3;3;3;3;3;3;3;1;1;3;2;3;3;2;2;3;2;2;2;1;2;2;1;1;2;1;1;4;1;4;4;3;3;3;2;2;3;3;4;3;4;2;3;3;2;2,5;2,5;1,63;1,33;2,9;3,17
486;7401;3;3;4;3;2;3;3;2;3;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;1;1;3;4;1;1;1;1;1;2,8;1;1,5;1;1;1;2,7;1,5
487;7402;1;1;3;2;2;1;2;2;1;1;1;2;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;3;3;3;3;3;2;3;3;2;1;4;3;3;3;4;3;1,6;1,25;1,25;1;1,25;1;2,6;3,33
488;7403;3;3;3;3;3;3;3;3;3;3;1;1;2;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;1;1;3;1;4;1;1;3;4;4;3;1,25;1,75;1;1;1;3;2,83
489;7404;4;4;4;4;5;4;5;4;4;4;5;5;1;3;3;3;3;3;3;3;3;3;3;3;3;2;2;4;3;3;3;4;4;4;4;3;4;3;3;3;3;4;3;4;4;4;4;4,2;3,5;3;3;2,88;3;3,5;3,83
490;7405;5;2;3;4;3;3;3;3;5;3;1;3;1;1;1;2;3;1;2;1;1;2;1;2;2;1;1;1;1;1;1;4;4;4;4;5;4;2;4;2;5;4;3;2;4;5;1;3,4;1,5;1,75;1,5;1,38;1;3,8;3,17
491;7406;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;4;4;4;1;4;2;2;4;1;1;1,1;1,5;1;2,5;1;1;3,4;2,33
492;7407;2;2;2;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;1;3;2;1;2;4;5;2;3;2,5;1;1;1;1;1;3,2;2,83
493;7408;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;4;4;3;4;3;1;1;1;2;1;1;1;1;2;1,2;1;1;1,5;1;1;2,4;1,33
494;7410;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;1;3;3;1;4;1;4;3;4;4;1;1;1,5;1;1;1;3,1;3,33
495;7411;2;2;3;1;3;3;3;2;1;1;2;2;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;4;4;1;4;4;4;1;1;3;1;4;1;4;1;4;1;2,1;2,5;1,25;1;1,38;1;2,7;2,5
496;7412;2;2;3;2;2;3;3;2;3;3;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;1;3;1;4;4;2;4;5;4;2,5;1;1,5;1;1;1;3,1;3,83
497;7413;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;2;3;1;4;1;2;4;3;3;1;1;1;1;1;1;3,3;2,83
498;7414;1;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;1;1;1;1;1;1;1;3;3;1;1;1;1,5;1;1;1;1;1;1,5;1,67
499;7415;4;4;3;4;4;2;4;4;4;4;3;3;1;1;1;2;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;4;4;4;4;4;4;3;1;4;4;2;3;1;4;4;4;3,7;2;1,5;1;1,25;1;3,6;3
500;7416;2;2;3;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;3;1;3;1;4;1;2;3;1;1;2;1;1;1;1;1;2,8;2
501;7471;3;2;3;2;3;3;3;2;3;3;1;1;1;2;1;2;2;1;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;2;3;3;3;3;4;2;3;4;4;3;2,7;1,25;1,5;2,5;1;1;3,3;3,33
502;7472;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;4;4;4;3;4;4;1;2;3;1;3;3;3;4;2;1,2;1;1,25;1,5;1;1;3,1;2,67
503;7500;5;5;5;5;5;5;5;3;5;3;4;3;4;4;4;4;3;3;3;5;2;3;3;3;2;2;2;5;2;2;5;4;4;4;4;5;5;5;5;4;4;5;4;5;5;5;5;4,6;3,75;3,5;4;2,75;3;4,4;4,83
504;7501;2;2;3;3;3;3;3;5;4;5;1;1;5;4;4;5;4;4;5;4;1;4;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;3;3;5;5;4;4;4;5;5;3,3;2,75;4,25;4,5;1,38;1;3,9;4,5
505;7502;3;3;2;3;1;3;3;3;5;5;2;2;2;3;2;5;3;3;3;3;1;3;2;2;3;1;1;2;1;1;1;4;4;4;4;4;4;3;3;4;4;4;3;4;5;3;5;3,1;2,25;3,25;3;1,88;1;3,8;4
506;7503;4;3;3;3;2;3;3;3;1;4;3;2;3;2;3;3;3;3;3;4;1;1;1;1;2;1;1;1;1;1;1;4;4;3;4;5;4;3;3;4;3;4;4;4;4;4;4;2,9;2,5;3;3,5;1,13;1;3,7;4
507;7504;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;4;3;3;5;1;1;2;3;3;3;3;2;3;3;3;1;4;4;3;4;4;4;3;3;3;3;4;3;4;3;3;4;3;2,75;3,25;3;2,5;2,33;3,5;3,5
508;7505;1;1;3;1;3;3;3;1;1;3;2;2;2;2;3;2;4;1;3;3;2;2;4;1;2;1;1;1;1;1;1;1;2;2;2;2;1;3;2;3;2;4;4;4;3;2;4;2;2;2,5;3;1,75;1;2;3,5
509;7506;3;2;1;2;3;3;1;2;3;3;1;1;3;3;3;3;3;1;3;3;2;3;2;1;2;1;1;1;2;2;1;2;2;2;4;4;2;3;3;3;2;2;2;4;3;4;4;2,3;2;2,5;3;1,63;1,67;2,7;3,17
510;7507;4;2;2;4;4;4;5;4;4;3;2;2;3;2;3;3;3;4;5;5;2;4;2;2;2;2;2;2;2;2;3;4;4;5;4;5;4;4;5;5;5;4;5;4;5;4;4;3,6;2,25;3,25;5;2,25;2,33;4,5;4,33
511;7508;4;5;5;5;5;5;5;5;5;4;5;5;5;3;1;5;5;3;3;3;3;4;2;3;3;2;2;2;2;2;2;4;4;4;5;4;5;3;3;4;4;4;4;4;5;4;2;4,8;4,5;3,5;3;2,63;2;4;3,83
512;7571;5;4;4;5;4;3;2;3;3;3;3;4;1;4;4;5;4;3;3;4;4;3;4;4;4;2;3;4;3;4;3;4;4;3;4;5;4;3;3;4;4;4;4;5;5;5;5;3,6;3;4;3,5;3,5;3,33;3,8;4,67
513;7600;2;4;3;2;3;3;3;3;4;4;2;4;2;3;3;3;2;2;4;4;2;3;2;2;3;3;2;3;2;1;3;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;5;3,1;2,75;2,5;4;2,5;2;4,1;4,17
514;7601;3;3;3;3;3;3;3;3;3;3;2;1;1;2;1;3;3;2;3;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;1;3;3;4;2;4;5;5;5;3;1,5;2,25;3;1;1;3,4;4,17
515;7602;3;3;3;1;3;3;3;2;3;3;2;2;1;1;1;2;2;1;3;3;3;2;1;1;1;1;1;1;1;1;1;4;4;5;5;3;4;3;3;3;3;3;3;4;5;4;3;2,7;1,5;1,5;3;1,38;1;3,7;3,67
516;7603;3;3;4;3;3;3;3;3;3;4;1;1;1;1;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;4;4;2;2;3;3;3;3,2;1;2,25;1;1;1;3,6;2,83
517;7604;3;3;1;2;3;3;2;2;3;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;2;2;1;2;1;2;1;4;2;2;3;2;2;2,4;1,5;1,25;1;1;1;2,3;2,5
518;7605;3;3;4;4;4;4;3;3;3;3;2;2;2;1;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;3;1;3;4;4;4;3;4;3;4;3,4;1,75;3;2,5;1;1;3,2;3,67
519;7606;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;4;4;4;1;1;2;2;4;2;4;2;1;3;3;1;1;1;1;1;2,4;2,67
520;7607;3;3;5;3;3;3;3;1;3;3;4;3;2;3;1;2;3;2;2;2;2;2;3;3;4;2;2;2;2;1;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;3;3;3;2;2;2,5;2,33;3,9;3,67
521;7608;3;3;3;3;3;3;2;3;3;3;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;4;2;2;3;4;3;2;4;4;3;2,9;1,25;1,25;1,5;1;1;3,4;3,33
522;7671;3;3;4;3;3;3;3;2;3;4;3;2;4;3;2;4;4;3;4;3;3;4;2;4;3;3;3;3;4;2;2;4;4;4;4;4;4;3;3;3;3;5;4;4;3;5;5;3,1;3;3,25;3,5;3,13;2,67;3,6;4,33
523;7672;2;3;3;2;3;3;3;2;2;2;2;1;3;1;1;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;3;3;3;3;3;3;2;2;4;3;3;2,5;1,75;2;2;1;1;3,4;2,83
524;7700;5;5;5;5;5;5;5;4;5;5;3;3;3;3;3;4;5;3;3;4;3;3;3;3;3;3;2;3;3;3;2;4;4;4;5;5;4;2;3;4;5;4;4;4;4;5;5;4,9;3;3,75;3,5;2,88;2,67;4;4,33
525;7701;2;1;1;1;1;1;1;1;1;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;1;3;1;4;2;2;4;3;1;1,3;2;1;1;1;1;2,7;2,67
526;7702;5;5;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;2;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;3;1;1;4;4;2;4;3;3;1;3,4;1;1,25;2,5;1;1;3;2,83
527;7703;3;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;2;1;3;1;4;3;3;4;3;3;1,5;1;1,25;1;1;1;3,1;3,33
528;7704;3;3;4;3;1;2;2;3;3;3;1;1;2;2;1;2;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;3;3;4;2;4;4;4;5;2,7;1,5;2;1,5;1;1;3,6;3,83
529;7705;2;2;2;1;1;2;2;1;3;3;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;2;3;2;2;2;3;2;4;5;1,9;1,25;1,25;1,5;1;1;3,3;3
530;7706;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;3;1;1;4;4;1;3;4;1;5;1;1;1;1,5;1;1;3;3
531;7707;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;2;3;3;4;2;3;3;3;2;1,2;1;1;1;1;1;3,6;2,83
532;7708;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;1;3;1;3;1;3;1;4;3;3;1;1,25;1,75;1;1;1;3,2;2,5
533;7709;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;4;2;1;1;1;3;1;1;1;1;4;1;1;1;1,25;1;1;1;1;1,9;1,5
534;7710;3;3;4;3;3;3;3;2;3;3;3;3;1;2;1;2;1;1;2;1;1;1;2;1;2;1;1;2;1;1;1;4;4;4;4;4;4;3;2;3;4;4;2;4;2;5;5;3;2,25;1,25;1,5;1,38;1;3,6;3,67
535;7711;3;3;4;3;3;3;3;2;3;2;1;1;1;1;1;3;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;4;1;3;3;3;4;3;3;5;5;3;2,9;1;1,5;2,5;1;1;2,9;3,83
536;7712;3;3;3;3;2;3;2;1;3;3;1;1;2;1;2;3;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;3;4;3;4;5;5;1;2,6;1,25;2;2;1;1;3,5;3,67
537;7713;3;3;2;1;1;2;2;3;3;3;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;1;2;4;3;4;2;3;1;4;2;2,3;1,25;1,25;1;1;1;3,3;2,67
538;7714;3;3;3;3;4;3;3;4;4;4;2;2;3;2;3;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;3;4;4;4;3;3;3;4;3;4;4;3;3;3,4;2,25;2,25;3;2;2;3,6;3,5
539;7715;5;5;5;5;5;5;5;5;5;5;1;3;3;1;3;3;3;2;5;3;3;3;3;3;2;2;2;2;3;3;3;4;4;3;4;4;4;2;3;3;4;4;4;4;3;4;5;5;2;2,75;4;2,5;3;3,5;4
540;7716;4;3;4;3;3;3;3;3;3;3;2;3;2;1;1;3;2;1;2;1;1;1;3;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;3;4;3;3;3;3;4;3,2;2;1,75;1,5;1,25;1;3,5;3,33
541;7717;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;1;2;3;1;1;4;1;3;2;2;2;1;1;1;1;1;1;2,6;2,33
